author,date,push,title,url
blue999,10/18,22,[問卦] 魯夫的主要收入到底是什麼？,/bbs/Gossiping/M.1666083678.A.C01.html
t20056,10/18,3,[問卦] 為何韓國會想要弄核動力潛艇呢?,/bbs/Gossiping/M.1666081544.A.43E.html
tools,10/18,8,[問卦] 三杯料理是不是老薑最好吃?,/bbs/Gossiping/M.1666081563.A.B27.html
vancepeng,10/18,5,[問卦] 工廠停電怎麼辦,/bbs/Gossiping/M.1666081613.A.E21.html
gotopark,10/18,3,[問卦] 以前沒有實價登錄都怎麼買賣的?,/bbs/Gossiping/M.1666081624.A.94A.html
zxcv820421,10/18,28,[問卦] 所以打高端要幹嘛？,/bbs/Gossiping/M.1666081713.A.6DF.html
ororzzz,10/18,99,[新聞] 音樂節廠商受困堤防外 承辦方：水門關了,/bbs/Gossiping/M.1666081751.A.B73.html
a91153456,10/18,28,[問卦] 為什麼歐洲車毛病一堆 還堅持開雙B？,/bbs/Gossiping/M.1666081776.A.595.html
Schrodingers,10/18,9,[問卦] 深入全球最難熬的監獄紀錄片,/bbs/Gossiping/M.1666081841.A.AD5.html
zxc2331189,10/18,8,[問卦] microled螢幕 是螢幕的終極型態嗎?,/bbs/Gossiping/M.1666081900.A.7AB.html
autokey,10/18,3,Re: [問卦] 40歲沒100萬是不是沒救了,/bbs/Gossiping/M.1666081961.A.A99.html
inglee,10/18,37,[新聞] 遇臨檢謊報兒身分稱自己「104年生」 35歲通緝犯KTV落網,/bbs/Gossiping/M.1666082083.A.ABB.html
Kay731,10/18,27,[問卦] 微軟的主要收入到底是什麼???,/bbs/Gossiping/M.1666082129.A.526.html
Ericz7000,10/18,1,[問卦] 26歲沒10萬是不是沒救了,/bbs/Gossiping/M.1666082189.A.65A.html
notepad67,10/18,8,[新聞] 人力缺口逾三成！旅宿首引進自助入住櫃台,/bbs/Gossiping/M.1666082250.A.EAD.html
brad84622,10/18,7,[問卦] 通膨會導致股價上漲對ㄇ？,/bbs/Gossiping/M.1666082309.A.794.html
Qoofate,10/18,1,Re: [問卦] 為什麼歐洲車毛病一堆 還堅持開雙B？,/bbs/Gossiping/M.1666082399.A.294.html
payson0641,10/18,爆,[新聞] 再挺黃珊珊 王世堅：北市防疫政策「做的,/bbs/Gossiping/M.1666082542.A.3B9.html
moai513,10/18,9,[問卦] 漢堡店是不是越來越少了？,/bbs/Gossiping/M.1666082578.A.E94.html
Ericz7000,10/18,5,[問卦] 谷歌的主要收入到底是什麼？,/bbs/Gossiping/M.1666082658.A.3E8.html
george303,10/18,4,[問卦] 楓富愛比較瘋 還是楓可憐比較瘋？,/bbs/Gossiping/M.1666082691.A.F55.html
cycutom,10/18,20,[問卦] Starlink，你買一台手機就可以連接它？,/bbs/Gossiping/M.1666080497.A.A25.html
cary4A240022,10/18,9,[問卦] 點珍奶無糖的都哪種人？,/bbs/Gossiping/M.1666080575.A.172.html
icexyz,10/18,7,[問卦] 德國網路為何那麼爛？,/bbs/Gossiping/M.1666080611.A.0A6.html
ray198776329,10/18,15,[問卦] 是不是低端比較會去KTV約唱歌阿?,/bbs/Gossiping/M.1666080870.A.073.html
xx49874039,10/18,13,Re: [新聞] 陳時中座車闖紅燈未開單　員警沒看到「密錄器沒開」！網,/bbs/Gossiping/M.1666080911.A.125.html
botnet,10/18,2,[問卦] 朋友說：下週六不要去台北？,/bbs/Gossiping/M.1666081142.A.38C.html
Toyosushij,10/18,7,[新聞] 高嘉瑜籲高端提供赴日民眾免費PCR　「有,/bbs/Gossiping/M.1666081146.A.FB4.html
Siegfried921,10/18,爆,[新聞] 高端戰士赴日「補打方案」簽核中　缺幾,/bbs/Gossiping/M.1666081166.A.22E.html
violacrystal,10/18,8,[問卦] 現在確診的有口服藥吃嗎？,/bbs/Gossiping/M.1666081185.A.AE1.html
haidai,10/18,9,Re: [問卦] Starlink，你買一台手機就可以連接它？,/bbs/Gossiping/M.1666081201.A.3BE.html
chin2049,10/18,12,[問卦] 雲端發票中獎打客服沒人接 搞我484?,/bbs/Gossiping/M.1666081293.A.47A.html
leesrnat,10/18,2,Re: [新聞] 打高端赴日需PCR有望解套!莊人祥:研議,/bbs/Gossiping/M.1666081346.A.391.html
linkcat,10/18,35,[問卦] 40歲沒100萬是不是沒救了,/bbs/Gossiping/M.1666081391.A.820.html
YU0121,10/18,21,[問卦] 楓可憐比較可憐 還是楪可憐比較可憐？,/bbs/Gossiping/M.1666081497.A.2C0.html
AGIknight,10/18,7,[問卦] 把車停在河堤外會被中共飛彈打到嗎?,/bbs/Gossiping/M.1666079208.A.9BA.html
starport,10/18,61,[新聞] 座車闖紅燈違停 陳時中道歉：罰單來立刻,/bbs/Gossiping/M.1666079444.A.65A.html
Anderson0819,10/18,9,[問卦] 絕對不會有紀錄的男人！,/bbs/Gossiping/M.1666079447.A.A48.html
herbert0716,10/18,7,[問卦] 松葉蟹要怎麼吃才專業,/bbs/Gossiping/M.1666079519.A.B7B.html
kinve1014,10/18,6,[問卦] 四點了 可以看奶圖，勃__了吧？,/bbs/Gossiping/M.1666079531.A.AAA.html
ponwha22,10/18,43,[新聞] 白牌車GG了！新竹火車站載客賺100元車,/bbs/Gossiping/M.1666079609.A.08E.html
bbob,10/18,3,[問卦] 戴口罩後大家是不是焦點更放在眼睫毛上?,/bbs/Gossiping/M.1666079644.A.344.html
soronirs,10/18,17,[新聞] 綠營扯致公黨抹紅張善政　凌濤反酸鄭運鵬,/bbs/Gossiping/M.1666079677.A.D5A.html
zxsx811,10/18,5,[問卦] 為什麼NET的襪子要改的這麼難穿?,/bbs/Gossiping/M.1666079679.A.36D.html
computerqqq,10/18,55,Re: [新聞] 被民進黨窮追猛打 柯文哲：我無所不在 ,/bbs/Gossiping/M.1666079691.A.49F.html
b95202075,10/18,82,[新聞] 他控百元理髮「剪得像狗啃」！求償3000元,/bbs/Gossiping/M.1666079837.A.F4D.html
MJdavid,10/18,22,[問卦] 欺騙保生大帝會有什麼報應？,/bbs/Gossiping/M.1666079867.A.96E.html
samsonov1,10/18,9,[問卦] 定期定額到底是不是話術,/bbs/Gossiping/M.1666079949.A.99E.html
botnet,10/18,7,Re: [新聞] 白牌車GG了！新竹火車站載客賺100元,/bbs/Gossiping/M.1666079992.A.B43.html
lady123,10/18,4,Re: [問卦] 確診都是輕症？,/bbs/Gossiping/M.1666080003.A.C1E.html
sboy1111,10/18,7,Re: [問卦] 闖紅燈被警察攔下一定會開單還是會放你走?,/bbs/Gossiping/M.1666080425.A.813.html
kisweet999,10/18,4,Re: [問卦] 闖紅燈被警察攔下一定會開單還是會放你走?,/bbs/Gossiping/M.1666077810.A.791.html
moonoftree,10/18,4,[問卦] 女同事比著不行的手勢怎麼辦？,/bbs/Gossiping/M.1666077961.A.210.html
milkwind,10/18,4,Re: [新聞] 交往5天花他10萬！枕頭悶死馬國女大生 ,/bbs/Gossiping/M.1666078174.A.E3D.html
Lawleit,10/18,11,[問卦] 什麼是高利貸？,/bbs/Gossiping/M.1666078183.A.B09.html
Brad255,10/18,47,[問卦] 請幾個雪巴把我扛上山頂算記錄嗎,/bbs/Gossiping/M.1666078194.A.941.html
syearth,10/18,72,[問卦] 騙神仔確診 會怎樣嗎?,/bbs/Gossiping/M.1666078433.A.CA7.html
jason486,10/18,爆,[新聞] 打高端赴日需PCR有望解套!莊人祥:研議,/bbs/Gossiping/M.1666078496.A.028.html
cherish18,10/18,爆,Re: [新聞] 陳時中座車闖紅燈未開單　員警沒看到「密錄器沒開」！網,/bbs/Gossiping/M.1666078585.A.D4A.html
turbomons,10/18,3,Re: [新聞] 柯文哲勘災作秀說 林智堅發文反駁、沈慧,/bbs/Gossiping/M.1666078631.A.670.html
chopper594,10/18,7,[問卦] 所以目前認知中的水門是長怎樣,/bbs/Gossiping/M.1666078726.A.8C1.html
ambitious,10/18,34,[問卦] 女同事送我飲料是明示還是暗示,/bbs/Gossiping/M.1666078733.A.4C5.html
james7923,10/18,6,[問卦] 可以去內湖區多多檢舉闖紅燈和違停嗎?,/bbs/Gossiping/M.1666078805.A.139.html
wer50888,10/18,4,[問卦] 女友2077捏個BWC？,/bbs/Gossiping/M.1666078852.A.D66.html
Skyblueway,10/18,17,[問卦] 有什麼世界紀錄可以砸錢達成？,/bbs/Gossiping/M.1666078897.A.8F0.html
SmithPLVS,10/18,7,[新聞] 不只陳時中！他曝林佳龍違停「婦幼車格」,/bbs/Gossiping/M.1666079133.A.804.html
wfelix,10/18,3,Re: [新聞] 柯文哲勘災作秀說 林智堅發文反駁、沈慧,/bbs/Gossiping/M.1666079148.A.3EA.html
GoOdGaMe,10/18,X4,[新聞] 這就是柯文哲的SOP？李正皓曝光簡訊打爆,/bbs/Gossiping/M.1666079179.A.978.html
cheinshin,10/18,88,[新聞] 自稱已成為民進黨噩夢 柯文哲得意：我,/bbs/Gossiping/M.1666076580.A.05D.html
eddisontw,10/18,9,[問卦] 台北市為什麼空拍還是一堆鐵皮屋,/bbs/Gossiping/M.1666076817.A.472.html
zxcvbnm00316,10/18,9,[新聞] 韓國熱賣「水梨桔梗汁」甜味劑超標　,/bbs/Gossiping/M.1666076890.A.A34.html
cc02040326,10/18,2,[問卦] 震驚！！客戶叫我去他們公司,/bbs/Gossiping/M.1666076966.A.797.html
kaky,10/18,36,Re: [新聞] 陳時中座車闖紅燈未開單　員警沒看到「密錄器沒開」！網,/bbs/Gossiping/M.1666076981.A.367.html
eric12,10/18,29,[新聞] 長榮大學馬籍女大生命案 兇嫌梁育誌第3,/bbs/Gossiping/M.1666077208.A.154.html
Lawleit,10/18,5,[問卦] 不防感染為啥可以防重症？,/bbs/Gossiping/M.1666077236.A.B4D.html
teddy98,10/18,6,[問卦] 兩岸統一之後，台北還是天龍國嗎,/bbs/Gossiping/M.1666077284.A.B56.html
k44754,10/18,1,[問卦] 泣，紅燈右轉居然被開單QQ,/bbs/Gossiping/M.1666077306.A.D29.html
adagiox,10/18,8,[新聞] 中國大華攝像頭具種族識別功能被逮個正,/bbs/Gossiping/M.1666077315.A.3A9.html
coeXist,10/18,77,[新聞] 迴力鏢打臉鄭運鵬！張善政競辦開嗆：忘了,/bbs/Gossiping/M.1666077332.A.2C1.html
zxc7,10/18,5,[問卦] 小一注音73分跑步也最後一名怎辦,/bbs/Gossiping/M.1666077560.A.5E4.html
zxc2331189,10/18,32,[新聞] 勸戴口罩遭「打斷10根肋骨」！超商店員現,/bbs/Gossiping/M.1666077660.A.83B.html
kingtama,10/18,7,[問卦] 停河堤遇暴雨不會判斷的是巨嬰嗎？,/bbs/Gossiping/M.1666077736.A.828.html
monnom,10/18,31,[新聞] 不頂讓了！康樂街牛肉湯甫獲必比登變惡夢,/bbs/Gossiping/M.1666077746.A.993.html
waymayday,10/18,39,[新聞] 被民進黨窮追猛打 柯文哲：我無所不在 ,/bbs/Gossiping/M.1666077793.A.AAC.html
mos3491948,10/18,12,[問卦] 電磁學vs流體力學 哪個難,/bbs/Gossiping/M.1666075320.A.C77.html
Mazda6680,10/18,6,Re: [新聞] 他曝簡訊控「百齡橋僅5分鐘移車」　開嗆,/bbs/Gossiping/M.1666075335.A.14A.html
sean90330,10/18,37,[問卦] Q Burger有推薦點什麼嗎？,/bbs/Gossiping/M.1666075340.A.868.html
andy2011,10/18,2,Re: [新聞] 劉寶傑震怒飆罵柯文哲：你下台吧！　國,/bbs/Gossiping/M.1666075363.A.FC8.html
ukalm,10/18,2,Re: [新聞] 陳時中座車闖紅燈未開單　員警沒看到「密錄器沒開」！網,/bbs/Gossiping/M.1666075401.A.E45.html
liang691206,10/18,2,[問卦] 台女保險有沒有搞頭？,/bbs/Gossiping/M.1666075422.A.A1D.html
sunshine0527,10/18,7,[問卦] 救贖之隊2008好看在哪?,/bbs/Gossiping/M.1666075547.A.9D7.html
fliesa,10/18,13,[問卦] 殺警案法官叫被告60人寫作文是什麼意思,/bbs/Gossiping/M.1666075668.A.E05.html
akuan413,10/18,1,[問卦] 政大畢業生數學好嗎？,/bbs/Gossiping/M.1666075901.A.298.html
yoyodiy,10/18,9,[問卦] 餛飩和雲吞 差在哪？,/bbs/Gossiping/M.1666075924.A.531.html
say29217074,10/18,8,[問卦] 學弟傳球傳錯人怎麼辦,/bbs/Gossiping/M.1666075960.A.E62.html
qazxc1156892,10/18,爆,[新聞] 蘇貞昌確診「上午備詢就狂摸頭」 接種4,/bbs/Gossiping/M.1666076009.A.B69.html
markhbad54,10/18,6,[問卦]  現在誰還沒裝行車記錄器啦？,/bbs/Gossiping/M.1666076220.A.786.html
vwwv,10/18,X1,[新聞] 柯文哲勘災作秀說 林智堅發文反駁、沈慧,/bbs/Gossiping/M.1666076283.A.5B4.html
topic21000,10/18,14,[問卦] 女生胸部下垂跟性經驗有關嗎？,/bbs/Gossiping/M.1666076343.A.A80.html
dioradio,10/18,5,[問卦] 過期的保險套就只能丟了嗎?,/bbs/Gossiping/M.1666076497.A.584.html
hitomi0519jp,10/18,56,[新聞] 日本女性結婚對象「外貌」攀登第一條件,/bbs/Gossiping/M.1666076554.A.3CA.html
liang691206,10/18,5,Re: [新聞] 劉寶傑震怒飆罵柯文哲：你下台吧！　國,/bbs/Gossiping/M.1666074040.A.AF0.html
chopper594,10/18,X2,[新聞] 他曝簡訊控「百齡橋僅5分鐘移車」　開嗆,/bbs/Gossiping/M.1666074060.A.48F.html
unrealstars,10/18,3,[新聞] 快訊／網傳4架F-16戰機飛往海峽中線並失,/bbs/Gossiping/M.1666074241.A.819.html
Zcould,10/18,8,Re: [問卦] 請問今年過年提早了嗎？,/bbs/Gossiping/M.1666074244.A.6BE.html
Kimmy,10/18,10,[問卦] 美國鬼片484很無聊,/bbs/Gossiping/M.1666074508.A.FDF.html
kinki999,10/18,2,[問卦] 颱風時爬山、衝浪、釣魚、堤外哪個是常識,/bbs/Gossiping/M.1666074560.A.9F5.html
jamesmagic,10/18,5,[問卦] 天使新世界聖戰軍 Day135,/bbs/Gossiping/M.1666074582.A.7FB.html
kairiyu,10/18,97,[新聞] 陳時中座車闖紅燈未開單　員警沒看到「密錄器沒開」！網酸：,/bbs/Gossiping/M.1666074609.A.9D2.html
currry,10/18,9,[問卦] 屎很綠怎麼辦,/bbs/Gossiping/M.1666074624.A.F55.html
aa44,10/18,9,[新聞] 112年第一梯ROTC甄選開始報名　歡迎有志,/bbs/Gossiping/M.1666074669.A.86C.html
x221l221,10/18,爆,[問卦] 看到對面的人蹲在屋頂上怎麼處理,/bbs/Gossiping/M.1666074774.A.9FD.html
judas666,10/18,26,[問卦] 大官來不是都要全線綠燈嗎？？,/bbs/Gossiping/M.1666074880.A.B89.html
poeta,10/18,6,[問卦] 雪巴人那麼屌 為什麼不去刷紀錄,/bbs/Gossiping/M.1666075158.A.AD2.html
MeiHS,10/18,6,[新聞] 布林肯：美國一中政策核心為台海問題應以,/bbs/Gossiping/M.1666075198.A.78E.html
joanzkow,10/18,45,[問卦] 闖紅燈被警察攔下一定會開單還是會放你走?,/bbs/Gossiping/M.1666075258.A.797.html
bluebluelan,10/18,4,Re: [問卦] 看到對面的人蹲在屋頂上怎麼處理,/bbs/Gossiping/M.1666075276.A.B94.html
serialhon,10/18,99,[新聞] 陳時中收罰單了！勘災結束座車闖紅燈,/bbs/Gossiping/M.1666072972.A.0DC.html
nasa709,10/18,6,Re: [新聞] 英相為減稅計畫錯誤致歉堅拒下台,/bbs/Gossiping/M.1666072979.A.450.html
mtm,10/18,3,[問卦] 明明明明明白白白白白喜歡歡歡 求下聯,/bbs/Gossiping/M.1666073061.A.CB7.html
peanut0823,10/18,14,[問卦] 各位相信現世報嗎？,/bbs/Gossiping/M.1666073070.A.478.html
rs6677,10/18,5,[問卦] 同事約我明年去日本看橘色惡魔遊行？,/bbs/Gossiping/M.1666073089.A.761.html
Israfil,10/18,爆,[新聞] 一截「巨型肉棒」沖上岸！她嚇壞以為是條,/bbs/Gossiping/M.1666073280.A.222.html
hk410050,10/18,3,[新聞] 不敵強風！ 台鐵苗栗車站大面積外牆被掀,/bbs/Gossiping/M.1666073349.A.DE3.html
poeta,10/18,2,[問卦] 天 氣 怎 麼 突 然 變 這 摸 冷 = . = ?,/bbs/Gossiping/M.1666073371.A.EEC.html
Beziehung,10/18,4,[問卦] 勘災的標準裝備？,/bbs/Gossiping/M.1666073621.A.349.html
kisweet999,10/18,2,[問卦] 太久沒有颱風摧殘 台灣防禦力變弱了?,/bbs/Gossiping/M.1666073793.A.76E.html
CartoonMin,10/18,6,[問卦] 有無這家老闆人生很幹的八卦,/bbs/Gossiping/M.1666073812.A.0D2.html
phantasystar,10/18,3,[問卦] 震怒豆漿凝固不是豆花,/bbs/Gossiping/M.1666073988.A.AC2.html
CHTWifiHinet,10/18,8,[問卦] 超商的自動門為什麼會自己打開？,/bbs/Gossiping/M.1666074029.A.E91.html
st210113,10/18,83,[新聞] 獨/新變異株再入侵！　蘇貞昌確診下午向,/bbs/Gossiping/M.1666071860.A.B9A.html
li7915566,10/18,14,[問卦] 台灣有人拜日本神明嗎？,/bbs/Gossiping/M.1666071885.A.7FD.html
tamama000,10/18,1,[問卦] 智能診斷密錄器？,/bbs/Gossiping/M.1666072049.A.81C.html
seand8088503,10/18,4,Re: [爆卦] 哇靠 蘇貞昌確診,/bbs/Gossiping/M.1666072107.A.6EC.html
andboypig,10/18,2,[問卦] 女同事文也太多了吧,/bbs/Gossiping/M.1666072216.A.7AE.html
moonoftree,10/18,17,[問卦] 怎麼炒一盤好吃的炒青江菜？,/bbs/Gossiping/M.1666072264.A.976.html
BDUUU,10/18,6,[問卦] 粄條和粿條差在哪裡,/bbs/Gossiping/M.1666072268.A.00F.html
l42857,10/18,5,Re: [問卦] 雪巴人到底多屌,/bbs/Gossiping/M.1666072269.A.B2B.html
photopanda,10/18,4,[問卦] 造勢活動這樣算不算賄選？,/bbs/Gossiping/M.1666072277.A.714.html
svd237,10/18,2,Re: [爆卦] 哇靠 蘇貞昌確診,/bbs/Gossiping/M.1666072283.A.6E4.html
CTS2729,10/18,8,[問卦] 讀稿機會確診嗎?,/bbs/Gossiping/M.1666072296.A.9C0.html
gasara,10/18,爆,[新聞] 快訊／蘇貞昌確診　三天前才跟蔡英文同台,/bbs/Gossiping/M.1666072367.A.934.html
lauwei,10/18,10,[問卦] 陳浩南去當服務生，是古惑仔第幾集,/bbs/Gossiping/M.1666072523.A.EB9.html
blue999,10/18,99,[新聞] 環團人士闖超市「倒光牛奶」反畜牧 民眾,/bbs/Gossiping/M.1666072574.A.D49.html
hiphopmei,10/18,7,[問卦] 有沒有謝絕肛交的八卦？,/bbs/Gossiping/M.1666072678.A.D4F.html
ewqazxs,10/18,3,[問卦] 為什麼高速公路休息站的水是熱的,/bbs/Gossiping/M.1666072757.A.8D5.html
HisVol,10/18,27,[問卦] 為何習近平只會讀稿，不接受媒體提問？,/bbs/Gossiping/M.1666072957.A.98F.html
bluebluelan,10/18,6,Re: [問卦] 攀登珠穆朗瑪峰難點在哪？,/bbs/Gossiping/M.1666070873.A.C30.html
LYS5566,10/18,9,[問卦] 正常情況下 女生怎樣會讓陌生肥宅進他家?,/bbs/Gossiping/M.1666070989.A.D59.html
makinoyui,10/18,X1,[問卦] 亂噓的人 是不是無聊當有趣？,/bbs/Gossiping/M.1666071033.A.D78.html
abscented,10/18,8,[問卦] 是不是該修法把闖紅燈罰則改掉,/bbs/Gossiping/M.1666071068.A.F69.html
cherish18,10/18,爆,Re: [新聞] 陳時中勘災闖紅燈「昔違停被開單」徐巧芯,/bbs/Gossiping/M.1666071086.A.B31.html
ThisisLongID,10/18,2,Re: [新聞] 暴雨近10人被關水門外　柯文哲：有通知！,/bbs/Gossiping/M.1666071089.A.BC8.html
nogood,10/18,1,[新聞] 柯文哲再嗆蘇貞昌太弱了：E化時代還坐鎮,/bbs/Gossiping/M.1666071268.A.E64.html
SexHD,10/18,4,Re: [問卦] 嘉義的雞肉飯是不是過譽了？,/bbs/Gossiping/M.1666071317.A.B65.html
crescentmt,10/18,11,[問卦] 闖紅燈和開上人行道哪個可惡？,/bbs/Gossiping/M.1666071449.A.029.html
TaraSoYeon,10/18,8,[問卦] 登山者求的是什麼？,/bbs/Gossiping/M.1666071530.A.DC8.html
botnet,10/18,31,Re: [新聞] 同志大遊行住這裡！全台5間Travel P,/bbs/Gossiping/M.1666071550.A.BA8.html
Gunbuster,10/18,25,[新聞] 陳時中勘災穿皮鞋　蔣萬安酸：沒當過民代,/bbs/Gossiping/M.1666071580.A.71A.html
adhere,10/18,2,[新聞] 曾威豪、劉芯彤入監　薛貞國遺孀聲明：傷害永遠無法彌補,/bbs/Gossiping/M.1666071607.A.D6B.html
DDDDRR,10/18,爆,[爆卦] 哇靠 蘇貞昌確診,/bbs/Gossiping/M.1666071735.A.DCA.html
pili61104,10/18,2,[問卦] 覺得屎運纏身要如何破解？,/bbs/Gossiping/M.1666071760.A.5E3.html
purue,10/18,4,Re: [問卦] 嘉義的雞肉飯是不是過譽了？,/bbs/Gossiping/M.1666071769.A.3AF.html
girl55665566,10/18,爆,[新聞] 同志大遊行住這裡！全台5間Travel Proud,/bbs/Gossiping/M.1666070295.A.E3D.html
pttmylove,10/18,55,[新聞] 陳時中勘災闖紅燈「昔違停被開單」徐巧芯,/bbs/Gossiping/M.1666070349.A.995.html
sssss,10/18,1,Re: [新聞] 快訊／遭爆料搶快闖紅燈 陳時中競辦回應,/bbs/Gossiping/M.1666070362.A.FB5.html
xinyi101,10/18,1,Re: [新聞] 時代力量揭鹿港龍山寺修復程序違法要求,/bbs/Gossiping/M.1666070426.A.172.html
abcpiii,10/18,7,[問卦] 市民勘災？,/bbs/Gossiping/M.1666070427.A.F29.html
haidai,10/18,2,Re: [新聞] 暴雨近10人被關水門外　柯文哲：有通知！,/bbs/Gossiping/M.1666070487.A.769.html
wwl0909,10/18,30,[問卦] 雪巴人到底多屌,/bbs/Gossiping/M.1666070494.A.ED6.html
linsingpark,10/18,6,Re: [新聞] 快訊／遭爆料搶快闖紅燈 陳時中競辦回應,/bbs/Gossiping/M.1666070500.A.3C8.html
wavespirit,10/18,19,[新聞] 台北豪雨釀災柯文哲狂喊有SOP 王世堅轟「,/bbs/Gossiping/M.1666070504.A.C00.html
TTLKING,10/18,32,[問卦] 闖紅燈有什麼比較委婉的說法？,/bbs/Gossiping/M.1666070589.A.8DC.html
Omnitrix,10/18,33,[問卦] 車停河堤不用移 有市府會幫忙拖的八卦？,/bbs/Gossiping/M.1666070602.A.CCC.html
tmacai0103,10/18,1,Re: [問卦] 働！今年沒NBA可以看？,/bbs/Gossiping/M.1666070617.A.3CE.html
strayzz,10/18,爆,[問卦] 登入次數變紫色,/bbs/Gossiping/M.1666070654.A.148.html
moshenisshit,10/18,6,[問卦] 怎樣才會想在公司自殺啊？,/bbs/Gossiping/M.1666070663.A.385.html
nissan168,10/18,7,[問卦] 鴻海造電動車有沒有小道消息？,/bbs/Gossiping/M.1666070734.A.534.html
laser789,10/18,2,[問卦] 「…的講話」是支語嗎,/bbs/Gossiping/M.1666070740.A.D43.html
hebeshaman,10/18,3,[問卦] 這不是第一個女直播主被殺了吧?風險高耶,/bbs/Gossiping/M.1666070779.A.C49.html
sluttysayage,10/18,2,[新聞] 福原愛沉寂65天終於更新貼文！,/bbs/Gossiping/M.1666070794.A.A3D.html
hposuperman,10/18,5,[問卦] 陳浩南為什不把刺青補一補,/bbs/Gossiping/M.1666070817.A.F57.html
gigaman,10/18,5,Re: [問卦] 橘色惡魔厲害在哪？,/bbs/Gossiping/M.1666069457.A.BCE.html
DESW1,10/18,22,[新聞] 時代力量揭鹿港龍山寺修復程序違法要求,/bbs/Gossiping/M.1666069587.A.070.html
ohfly,10/18,2,Re: [問卦] 要買14pro還是直接上富士x-s10,/bbs/Gossiping/M.1666069725.A.1BE.html
obey1110,10/18,15,[問卦] 南部地區淹水警戒標準要不要比照這次台北,/bbs/Gossiping/M.1666069753.A.7B3.html
